,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3492,3493,30,Summer,2011,May,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269
650,651,30,Spring,2011,Jan,10,0,0,0,2,0.18,0.2424,0.8,0.0,7,57,64
648,649,30,Spring,2011,Jan,8,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12
3491,3492,30,Summer,2011,May,9,1,1,0,1,0.72,0.697,0.74,0.0896,47,81,128
3490,3491,30,Summer,2011,May,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94
3489,3490,30,Summer,2011,May,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31
3486,3487,30,Summer,2011,May,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6
663,664,30,Spring,2011,Jan,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21
3482,3483,30,Summer,2011,May,0,1,1,0,1,0.64,0.5606,0.94,0.194,38,65,103
10792,10793,30,Summer,2012,Mar,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395
2029,2030,30,Summer,2011,Mar,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64
3504,3505,30,Summer,2011,May,22,1,1,0,1,0.72,0.697,0.74,0.1642,26,80,106
3485,3486,30,Summer,2011,May,3,1,1,0,1,0.64,0.5606,0.94,0.194,10,8,18
2021,2022,30,Summer,2011,Mar,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4
3488,3489,30,Summer,2011,May,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16
10782,10783,30,Summer,2012,Mar,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321
10781,10782,30,Summer,2012,Mar,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593
3483,3484,30,Summer,2011,May,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79
2042,2043,30,Summer,2011,Mar,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12
651,652,30,Spring,2011,Jan,11,0,0,0,1,0.22,0.2727,0.75,0.0,9,50,59
662,663,30,Spring,2011,Jan,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21
2038,2039,30,Summer,2011,Mar,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72
2030,2031,30,Summer,2011,Mar,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90
2034,2035,30,Summer,2011,Mar,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70
2037,2038,30,Summer,2011,Mar,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85
2036,2037,30,Summer,2011,Mar,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116
3501,3502,30,Summer,2011,May,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225
655,656,30,Spring,2011,Jan,15,0,0,0,1,0.3,0.3333,0.56,0.0,14,95,109
2023,2024,30,Summer,2011,Mar,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1
10780,10781,30,Summer,2012,Mar,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289
2024,2025,30,Summer,2011,Mar,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7
2025,2026,30,Summer,2011,Mar,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48
2026,2027,30,Summer,2011,Mar,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136
2027,2028,30,Summer,2011,Mar,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263
2028,2029,30,Summer,2011,Mar,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154
3502,3503,30,Summer,2011,May,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237
3505,3506,30,Summer,2011,May,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34,48
2785,2786,30,Summer,2011,Apr,23,0,6,0,1,0.44,0.4394,0.67,0.1045,34,91,125
7901,7902,30,Winter,2011,Nov,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135
2776,2777,30,Summer,2011,Apr,14,0,6,0,1,0.54,0.5152,0.39,0.2239,184,268,452
2777,2778,30,Summer,2011,Apr,15,0,6,0,1,0.56,0.5303,0.37,0.1343,217,282,499
2768,2769,30,Summer,2011,Apr,6,0,6,0,1,0.4,0.4091,0.58,0.2836,10,11,21
9353,9354,30,Spring,2012,Jan,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138
9357,9358,30,Spring,2012,Jan,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306
9352,9353,30,Spring,2012,Jan,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115
2775,2776,30,Summer,2011,Apr,13,0,6,0,1,0.54,0.5152,0.39,0.2985,185,270,455
9338,9339,30,Spring,2012,Jan,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10
9340,9341,30,Spring,2012,Jan,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7
9341,9342,30,Spring,2012,Jan,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4
9342,9343,30,Spring,2012,Jan,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5
9343,9344,30,Spring,2012,Jan,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26
9344,9345,30,Spring,2012,Jan,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80
9345,9346,30,Spring,2012,Jan,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225
9339,9340,30,Spring,2012,Jan,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9
9346,9347,30,Spring,2012,Jan,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493
2774,2775,30,Summer,2011,Apr,12,0,6,0,1,0.52,0.5,0.42,0.3881,178,238,416
2766,2767,30,Summer,2011,Apr,4,0,6,0,2,0.42,0.4242,0.54,0.2239,2,5,7
2763,2764,30,Summer,2011,Apr,1,0,6,0,2,0.44,0.4394,0.54,0.1642,15,59,74
2782,2783,30,Summer,2011,Apr,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224
2783,2784,30,Summer,2011,Apr,21,0,6,0,1,0.44,0.4394,0.62,0.1343,58,119,177
2784,2785,30,Summer,2011,Apr,22,0,6,0,1,0.44,0.4394,0.67,0.1045,37,106,143
14450,14451,30,Fall,2012,Aug,7,0,4,1,1,0.64,0.6061,0.73,0.0,31,501,532
2781,2782,30,Summer,2011,Apr,19,0,6,0,1,0.54,0.5152,0.43,0.1343,150,237,387
2773,2774,30,Summer,2011,Apr,11,0,6,0,1,0.5,0.4848,0.42,0.3582,120,201,321
4241,4242,30,Fall,2011,Jun,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240
16628,16629,30,Winter,2012,Nov,15,0,5,1,2,0.42,0.4242,0.38,0.1045,34,262,296
2780,2781,30,Summer,2011,Apr,18,0,6,0,1,0.54,0.5152,0.43,0.1343,134,237,371
2778,2779,30,Summer,2011,Apr,16,0,6,0,1,0.58,0.5455,0.37,0.194,191,273,464
2767,2768,30,Summer,2011,Apr,5,0,6,0,1,0.42,0.4242,0.54,0.3881,3,4,7
2772,2773,30,Summer,2011,Apr,10,0,6,0,1,0.48,0.4697,0.44,0.3881,94,185,279
2779,2780,30,Summer,2011,Apr,17,0,6,0,1,0.56,0.5303,0.43,0.1343,162,245,407
16629,16630,30,Winter,2012,Nov,16,0,5,1,1,0.4,0.4091,0.43,0.1343,37,368,405
9358,9359,30,Spring,2012,Jan,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181
9356,9357,30,Spring,2012,Jan,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410
7158,7159,30,Winter,2011,Oct,21,0,0,0,1,0.32,0.3485,0.66,0.0,4,75,79
7142,7143,30,Winter,2011,Oct,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4
7141,7142,30,Winter,2011,Oct,4,0,0,0,1,0.22,0.197,0.8,0.3284,1,10,11
7139,7140,30,Winter,2011,Oct,2,0,0,0,1,0.22,0.2121,0.87,0.2836,7,43,50
13000,13001,30,Fall,2012,Jun,21,0,6,0,1,0.82,0.7727,0.52,0.1642,48,165,213
13002,13003,30,Fall,2012,Jun,23,0,6,0,1,0.78,0.7424,0.62,0.0896,33,119,152
15894,15895,30,Winter,2012,Oct,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39
7140,7141,30,Winter,2011,Oct,3,0,0,0,1,0.24,0.2121,0.75,0.3582,7,26,33
15893,15894,30,Winter,2012,Oct,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66
15891,15892,30,Winter,2012,Oct,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81
15890,15891,30,Winter,2012,Oct,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115
15889,15890,30,Winter,2012,Oct,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,139,143
15888,15889,30,Winter,2012,Oct,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,105,124
15887,15888,30,Winter,2012,Oct,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,83,98
15886,15887,30,Winter,2012,Oct,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124
15892,15893,30,Winter,2012,Oct,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64
9354,9355,30,Spring,2012,Jan,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221
7160,7161,30,Winter,2011,Oct,23,0,0,0,1,0.26,0.303,0.87,0.0,7,30,37
7159,7160,30,Winter,2011,Oct,22,0,0,0,1,0.3,0.3333,0.75,0.0,13,58,71
7157,7158,30,Winter,2011,Oct,20,0,0,0,1,0.34,0.3636,0.57,0.0,18,74,92
7156,7157,30,Winter,2011,Oct,19,0,0,0,1,0.56,0.5303,0.49,0.2985,28,125,153
7155,7156,30,Winter,2011,Oct,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213
7154,7155,30,Winter,2011,Oct,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245
7153,7154,30,Winter,2011,Oct,16,0,0,0,1,0.42,0.4242,0.32,0.1343,107,213,320
7152,7153,30,Winter,2011,Oct,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290
7151,7152,30,Winter,2011,Oct,14,0,0,0,1,0.42,0.4242,0.38,0.194,91,209,300
7150,7151,30,Winter,2011,Oct,13,0,0,0,1,0.4,0.4091,0.43,0.2239,113,232,345
7149,7150,30,Winter,2011,Oct,12,0,0,0,1,0.38,0.3939,0.5,0.194,85,229,314
7148,7149,30,Winter,2011,Oct,11,0,0,0,1,0.36,0.3485,0.53,0.2239,58,182,240
7147,7148,30,Winter,2011,Oct,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178
7146,7147,30,Winter,2011,Oct,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147
7145,7146,30,Winter,2011,Oct,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80
7144,7145,30,Winter,2011,Oct,7,0,0,0,1,0.24,0.2879,0.75,0.0,7,15,22
7143,7144,30,Winter,2011,Oct,6,0,0,0,1,0.24,0.2273,0.75,0.2537,2,8,10
2762,2763,30,Summer,2011,Apr,0,0,6,0,2,0.44,0.4394,0.54,0.2537,33,73,106
2764,2765,30,Summer,2011,Apr,2,0,6,0,2,0.44,0.4394,0.54,0.2239,12,53,65
2765,2766,30,Summer,2011,Apr,3,0,6,0,2,0.42,0.4242,0.54,0.194,4,13,17
9361,9362,30,Spring,2012,Jan,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52
13704,13705,30,Fall,2012,Jul,5,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43,47
13703,13704,30,Fall,2012,Jul,4,0,1,1,1,0.66,0.6061,0.83,0.0,0,5,5
13702,13703,30,Fall,2012,Jul,3,0,1,1,1,0.66,0.6061,0.83,0.0,0,3,3
13712,13713,30,Fall,2012,Jul,13,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169,226
16633,16634,30,Winter,2012,Nov,20,0,5,1,1,0.32,0.3485,0.66,0.0,12,233,245
16631,16632,30,Winter,2012,Nov,18,0,5,1,2,0.34,0.3636,0.61,0.0,20,489,509
13705,13706,30,Fall,2012,Jul,6,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155,161
16630,16631,30,Winter,2012,Nov,17,0,5,1,1,0.36,0.3485,0.5,0.194,31,551,582
5678,5679,30,Fall,2011,Aug,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13
5679,5680,30,Fall,2011,Aug,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10
5680,5681,30,Fall,2011,Aug,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4
5681,5682,30,Fall,2011,Aug,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6
5682,5683,30,Fall,2011,Aug,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28
5683,5684,30,Fall,2011,Aug,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119
5677,5678,30,Fall,2011,Aug,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27
13706,13707,30,Fall,2012,Jul,7,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455,469
13707,13708,30,Fall,2012,Jul,8,0,1,1,2,0.72,0.697,0.74,0.1045,31,720,751
13708,13709,30,Fall,2012,Jul,9,0,1,1,2,0.74,0.697,0.7,0.0,34,259,293
5700,5701,30,Fall,2011,Aug,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93
13701,13702,30,Fall,2012,Jul,2,0,1,1,1,0.68,0.6364,0.74,0.0,2,6,8
13722,13723,30,Fall,2012,Jul,23,0,1,1,1,0.7,0.6667,0.74,0.194,34,116,150
13721,13722,30,Fall,2012,Jul,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230
13720,13721,30,Fall,2012,Jul,21,0,1,1,1,0.72,0.6818,0.7,0.194,71,251,322
13719,13720,30,Fall,2012,Jul,20,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384,462
13718,13719,30,Fall,2012,Jul,19,0,1,1,1,0.82,0.7727,0.52,0.1642,81,584,665
13717,13718,30,Fall,2012,Jul,18,0,1,1,1,0.76,0.7121,0.58,0.4179,77,735,812
13716,13717,30,Fall,2012,Jul,17,0,1,1,1,0.76,0.697,0.55,0.3284,62,765,827
13715,13716,30,Fall,2012,Jul,16,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337,425
13714,13715,30,Fall,2012,Jul,15,0,1,1,1,0.8,0.7424,0.49,0.2537,51,185,236
13713,13714,30,Fall,2012,Jul,14,0,1,1,1,0.8,0.7424,0.49,0.2239,87,167,254
13711,13712,30,Fall,2012,Jul,12,0,1,1,2,0.76,0.7121,0.58,0.1045,77,201,278
13710,13711,30,Fall,2012,Jul,11,0,1,1,2,0.78,0.7273,0.55,0.1343,69,146,215
13709,13710,30,Fall,2012,Jul,10,0,1,1,2,0.74,0.697,0.66,0.2239,54,135,189
5684,5685,30,Fall,2011,Aug,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357
15885,15886,30,Winter,2012,Oct,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126
5688,5689,30,Fall,2011,Aug,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175
14453,14454,30,Fall,2012,Aug,10,0,4,1,1,0.72,0.6667,0.54,0.0,73,161,234
7894,7895,30,Winter,2011,Nov,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112
7893,7894,30,Winter,2011,Nov,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147
7892,7893,30,Winter,2011,Nov,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160
7891,7892,30,Winter,2011,Nov,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122
7890,7891,30,Winter,2011,Nov,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110
7889,7890,30,Winter,2011,Nov,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193
7888,7889,30,Winter,2011,Nov,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478
2769,2770,30,Summer,2011,Apr,7,0,6,0,1,0.4,0.4091,0.54,0.3881,21,27,48
9348,9349,30,Spring,2012,Jan,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85
9351,9352,30,Spring,2012,Jan,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132
9349,9350,30,Spring,2012,Jan,11,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99
9355,9356,30,Spring,2012,Jan,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438
9359,9360,30,Spring,2012,Jan,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162
9360,9361,30,Spring,2012,Jan,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94
9347,9348,30,Spring,2012,Jan,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198
7895,7896,30,Winter,2011,Nov,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115
7897,7898,30,Winter,2011,Nov,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380
7898,7899,30,Winter,2011,Nov,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376
5686,5687,30,Fall,2011,Aug,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218
5685,5686,30,Fall,2011,Aug,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493
7902,7903,30,Winter,2011,Nov,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87
7903,7904,30,Winter,2011,Nov,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50
7884,7885,30,Winter,2011,Nov,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5
7883,7884,30,Winter,2011,Nov,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1
7882,7883,30,Winter,2011,Nov,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5
7881,7882,30,Winter,2011,Nov,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8
7880,7881,30,Winter,2011,Nov,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24
7885,7886,30,Winter,2011,Nov,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22
7886,7887,30,Winter,2011,Nov,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103
7887,7888,30,Winter,2011,Nov,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285
7896,7897,30,Winter,2011,Nov,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226
7900,7901,30,Winter,2011,Nov,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190
7899,7900,30,Winter,2011,Nov,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279
5687,5688,30,Fall,2011,Aug,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137
5699,5700,30,Fall,2011,Aug,22,0,2,1,1,0.62,0.6061,0.61,0.0,22,121,143
15884,15885,30,Winter,2012,Oct,13,0,2,1,3,0.3,0.2727,0.81,0.3582,11,105,116
6419,6420,30,Winter,2011,Sep,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23
4229,4230,30,Fall,2011,Jun,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9
12251,12252,30,Summer,2012,May,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398
4228,4229,30,Fall,2011,Jun,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8
4227,4228,30,Fall,2011,Jun,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32
4226,4227,30,Fall,2011,Jun,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54
4242,4243,30,Fall,2011,Jun,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323
4230,4231,30,Fall,2011,Jun,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6
12983,12984,30,Fall,2012,Jun,4,0,6,0,2,0.62,0.5455,0.94,0.0,3,15,18
12981,12982,30,Fall,2012,Jun,2,0,6,0,2,0.64,0.5758,0.89,0.0,7,54,61
12980,12981,30,Fall,2012,Jun,1,0,6,0,3,0.64,0.5758,0.89,0.2239,3,55,58
12979,12980,30,Fall,2012,Jun,0,0,6,0,3,0.64,0.5758,0.89,0.1642,4,65,69
12988,12989,30,Fall,2012,Jun,9,0,6,0,1,0.64,0.5758,0.89,0.1642,41,234,275
13001,13002,30,Fall,2012,Jun,22,0,6,0,1,0.78,0.7424,0.62,0.1642,38,134,172
12984,12985,30,Fall,2012,Jun,5,0,6,0,1,0.64,0.5758,0.89,0.1642,3,7,10
12982,12983,30,Fall,2012,Jun,3,0,6,0,2,0.64,0.5758,0.89,0.0,3,20,23
12986,12987,30,Fall,2012,Jun,7,0,6,0,1,0.64,0.5758,0.89,0.1642,10,82,92
4231,4232,30,Fall,2011,Jun,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25
4233,4234,30,Fall,2011,Jun,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320
15191,15192,30,Winter,2012,Sep,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7
15190,15191,30,Winter,2012,Sep,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58
15189,15190,30,Winter,2012,Sep,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92
15188,15189,30,Winter,2012,Sep,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116
15187,15188,30,Winter,2012,Sep,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147
15193,15194,30,Winter,2012,Sep,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22
4232,4233,30,Fall,2011,Jun,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123
4239,4240,30,Fall,2011,Jun,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232
4238,4239,30,Fall,2011,Jun,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233
15194,15195,30,Winter,2012,Sep,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57
4237,4238,30,Fall,2011,Jun,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169
4236,4237,30,Fall,2011,Jun,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132
4235,4236,30,Fall,2011,Jun,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260
4234,4235,30,Fall,2011,Jun,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555
4240,4241,30,Fall,2011,Jun,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163
12258,12259,30,Summer,2012,May,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160
12239,12240,30,Summer,2012,May,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6
12238,12239,30,Summer,2012,May,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5
12253,12254,30,Summer,2012,May,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796
12241,12242,30,Summer,2012,May,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144
12243,12244,30,Summer,2012,May,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671
12985,12986,30,Fall,2012,Jun,6,0,6,0,1,0.64,0.5758,0.89,0.1642,6,36,42
12242,12243,30,Summer,2012,May,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483
12250,12251,30,Summer,2012,May,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275
12240,12241,30,Summer,2012,May,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41
12249,12250,30,Summer,2012,May,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252
12247,12248,30,Summer,2012,May,12,0,3,1,1,0.7,0.6515,0.54,0.0,33,220,253
12246,12247,30,Summer,2012,May,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208
12245,12246,30,Summer,2012,May,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177
12244,12245,30,Summer,2012,May,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305
12989,12990,30,Fall,2012,Jun,10,0,6,0,1,0.88,0.7727,0.3,0.2537,96,308,404
12252,12253,30,Summer,2012,May,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839
12248,12249,30,Summer,2012,May,13,0,3,1,1,0.7,0.6515,0.51,0.0,53,236,289
12990,12991,30,Fall,2012,Jun,11,0,6,0,1,0.88,0.7727,0.3,0.2537,102,350,452
12991,12992,30,Fall,2012,Jun,12,0,6,0,1,0.88,0.7727,0.3,0.2537,143,328,471
12992,12993,30,Fall,2012,Jun,13,0,6,0,1,0.88,0.7727,0.3,0.2537,105,323,428
12237,12238,30,Summer,2012,May,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5
12236,12237,30,Summer,2012,May,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4
12235,12236,30,Summer,2012,May,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36
12254,12255,30,Summer,2012,May,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556
12255,12256,30,Summer,2012,May,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431
12256,12257,30,Summer,2012,May,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304
12257,12258,30,Summer,2012,May,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217
12987,12988,30,Fall,2012,Jun,8,0,6,0,1,0.64,0.5758,0.89,0.1642,26,168,194
12999,13000,30,Fall,2012,Jun,20,0,6,0,1,0.82,0.7727,0.52,0.1642,88,204,292
12998,12999,30,Fall,2012,Jun,19,0,6,0,1,0.84,0.7576,0.44,0.2537,134,240,374
12997,12998,30,Fall,2012,Jun,18,0,6,0,1,0.88,0.7879,0.35,0.0,91,248,339
12996,12997,30,Fall,2012,Jun,17,0,6,0,1,0.88,0.7727,0.32,0.1343,131,231,362
12995,12996,30,Fall,2012,Jun,16,0,6,0,1,0.9,0.7879,0.29,0.1642,109,264,373
12994,12995,30,Fall,2012,Jun,15,0,6,0,1,0.88,0.7727,0.3,0.2537,117,287,404
12993,12994,30,Fall,2012,Jun,14,0,6,0,1,0.88,0.7727,0.3,0.2537,114,295,409
15192,15193,30,Winter,2012,Sep,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10
4249,4250,30,Fall,2011,Jun,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126
4248,4249,30,Fall,2011,Jun,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207
4247,4248,30,Fall,2011,Jun,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323
6437,6438,30,Winter,2011,Sep,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374
6438,6439,30,Winter,2011,Sep,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230
6439,6440,30,Winter,2011,Sep,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206
6440,6441,30,Winter,2011,Sep,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159
6441,6442,30,Winter,2011,Sep,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132
6430,6431,30,Winter,2011,Sep,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254
2771,2772,30,Summer,2011,Apr,9,0,6,0,1,0.44,0.4394,0.51,0.3582,35,121,156
